date,Q1in,Q2in,Q3in,Q4in,Q5in
1935-01-15,638125650.4,31236589.44,46123947.97,13089938.24,8715804.475
1935-01-16,649450148.9,31850763.84,47030837.89,13347312.84,8887174.783
1935-01-17,658937971,32365327.68,47790642.85,13562944.86,9030751.208
1935-01-18,676126006.1,33297505.92,49167097.24,13953581.48,9290852.692
1935-01-19,687664616.3,33923292.48,50091133.68,14215822.25,9465463.09
1935-01-20,691524201.7,34132613.76,50400217.48,14303539.98,9523869.061
1935-01-21,695391593.2,34342358.4,50709926.41,14391435.12,9582393.161
1935-01-22,699265675.7,34552465.92,51020171.18,14479482.33,9641018.513
1935-01-23,701204947.3,34657640.64,51175472.17,14523556.62,9670364.94
1935-01-24,695391593.2,34342358.4,50709926.41,14391435.12,9582393.161
1935-01-25,687664616.3,33923292.48,50091133.68,14215822.25,9465463.09
1935-01-26,674209037.8,33193540.8,49013582.35,13910014.08,9261843.774
1935-01-27,651344813.9,31953519.36,47182566.69,13390373.35,8915846.192
1935-01-28,617530786.8,30119644.8,44474667.51,12621873.81,8404148.456
1935-01-29,591641120.9,28715541.12,42401368.02,12033473.13,8012367.748
1935-01-30,586141128.1,28417253.76,41960916.9,11908473.47,7929137.973
1935-01-31,589805559.6,28615991.04,42254372.37,11991755.89,7984590.739
1935-02-01,600845691.1,29214743.04,43138489.57,12242667.62,8151657.805
1935-02-02,613810597.1,29917883.52,44176746.81,12537324.16,8347851.917
1935-02-03,632486262,30930742.08,45672333.76,12961770.5,8630465.267
1935-02-04,645668625.1,31645676.16,46728005.42,13261369.24,8829950.094
1935-02-05,645668625.1,31645676.16,46728005.42,13261369.24,8829950.094
1935-02-06,640008048.6,31338679.68,46274694.42,13132719.95,8744290.253
1935-02-07,640008048.6,31338679.68,46274694.42,13132719.95,8744290.253
1935-02-08,641892677.1,31440890.88,46425619.47,13175552.36,8772809.783
1935-02-09,645668625.1,31645676.16,46728005.42,13261369.24,8829950.094
1935-02-10,653239478.9,32056274.88,47334295.49,13433433.86,8944517.601
1935-02-11,664650960.3,32675166.72,48248151.18,13692785.35,9117204.196
1935-02-12,676126006.1,33297505.92,49167097.24,13953581.48,9290852.692
1935-02-13,693456782.3,34237425.6,50554982.64,14347462.21,9553114.235
1935-02-14,707033913.7,34973769.6,51642268.19,14656032.94,9758572.976
1935-02-15,718738683.4,35608567.68,52579611.04,14922050.07,9935697.817
1935-02-16,730504787.2,36246692.16,53521865.64,15189461.15,10113750.81
1935-02-17,738382311.4,36673922.88,54152714.52,15368495.54,10232959.07
1935-02-18,746287714.7,37102665.6,54785796.02,15548163.54,10352589.21
1935-02-19,750249895.2,37317551.04,55103095.87,15638212.97,10412547.73
1935-02-20,754218766.7,37532799.36,55420931.53,15728414.47,10472607.49
1935-02-21,764171612.6,38072583.36,56217976.59,15954615.2,10623220.98
1935-02-22,774165719.5,38614605.12,57018325.92,16181753.68,10774458.87
1935-02-23,780182033.6,38940894.72,57500125.14,16318487.9,10865501.98
1935-02-24,780182033.6,38940894.72,57500125.14,16318487.9,10865501.98
1935-02-25,786212844.8,39267970.56,57983085.33,16455551.6,10956764.48
1935-02-26,794277716.7,39705361.92,58628937.41,16638843.88,11078807.81
1935-02-27,802368237.3,40144144.32,59276843.5,16822719.1,11201239.28
1935-02-28,810484406.7,40584317.76,59926803.6,17007177.23,11324058.89
1935-03-01,812517352.1,40694572.8,60089606.2,17053380.47,11354822.86
1935-03-02,812517352.1,40694572.8,60089606.2,17053380.47,11354822.86
1935-03-03,814552527.9,40804948.8,60252587.4,17099634.4,11385620.57
1935-03-04,818626224.9,41025882.24,60578817.72,17192218.3,11447266.63
1935-03-05,822707728.1,41247239.04,60905673.17,17284979.61,11509030.82
1935-03-06,826794807.1,41468898.24,61232975.14,17377867.63,11570879.39
1935-03-07,828841134.5,41579879.04,61396849.39,17424375.01,11601845.86
1935-03-08,828841134.5,41579879.04,61396849.39,17424375.01,11601845.86
1935-03-09,828841134.5,41579879.04,61396849.39,17424375.01,11601845.86
1935-03-10,820666976.5,41136560.64,60742245.44,17238598.95,11478148.73
1935-03-11,810484406.7,40584317.76,59926803.6,17007177.23,11324058.89
1935-03-12,802368237.3,40144144.32,59276843.5,16822719.1,11201239.28
1935-03-13,794277716.7,39705361.92,58628937.41,16638843.88,11078807.81
1935-03-14,776169670.6,38723287.68,57178806.59,16227297.96,10804784.07
1935-03-15,756205990.4,37640574.72,55580072.63,15773578.58,10502679.56
1935-03-16,740356153.1,36780972.48,54310783.96,15413355.51,10262828.63
1935-03-17,724613371.6,35927176.32,53050068.55,15055565.52,10024597.75
1935-03-18,710928069.2,35184965.76,51954120.44,14744536.36,9817502.087
1935-03-19,703146449.2,34762936.32,51330951.77,14567681.6,9699745.118
1935-03-20,695391593.2,34342358.4,50709926.41,14391435.12,9582393.161
1935-03-21,678045204.7,33401592,49320790.75,13997199.57,9319895.361
1935-03-22,653239478.9,32056274.88,47334295.49,13433433.86,8944517.601
1935-03-23,621258782.8,30321829.44,44773213.35,12706600.87,8460563.123
1935-03-24,593477797.3,28815151.68,42548452.97,12075215.72,8040161.633
1935-03-25,569740399.3,27527774.4,40647511.68,11535730.15,7680950.564
1935-03-26,546325284,26257875.84,38772379.47,11003569.18,7326616.505
1935-03-27,521473836.5,24910079.04,36782222.71,10438764.34,6950546.851
1935-03-28,498745662.7,23677436.16,34962102.23,9922215.66,6606608.075
1935-03-29,481494063.2,22741810.56,33580557.47,9530134.401,6345544.689
1935-03-30,471242353.2,22185817.92,32759578.74,9297141.317,6190408.574
1935-03-31,479781170.1,22648913.28,33443385.35,9491205.066,6319623.981
1935-04-01,491820489.3,23301855.36,34407519.62,9764825.575,6501811.461
1935-04-02,517955491.5,24719264.64,36500466.17,10358802.07,6897304.77
1935-04-03,544536559.7,26160865.92,38629134.62,10962916.41,7299548.265
1935-04-04,562501864.6,27135198.72,40067834.43,11371218.23,7571411.945
1935-04-05,582483387.5,28218879.36,41667997.26,11825343.12,7873786.46
1935-04-06,587972228.7,28516561.92,42107555.33,11950089.33,7956847.48
1935-04-07,587972228.7,28516561.92,42107555.33,11950089.33,7956847.48
1935-04-08,587972228.7,28516561.92,42107555.33,11950089.33,7956847.48
1935-04-09,587972228.7,28516561.92,42107555.33,11950089.33,7956847.48
1935-04-10,591641120.9,28715541.12,42401368.02,12033473.13,8012367.748
1935-04-11,597157841.1,29014735.68,42843158.71,12158852.96,8095850.655
1935-04-12,604540232.1,29415113.28,43434356.27,12326634.34,8207566.208
1935-04-13,615669576.8,30018703.68,44325617.85,12579573.64,8375983.311
1935-04-14,626864716.2,30625862.4,45222148.42,12834008.27,8545396.067
1935-04-15,632486262,30930742.08,45672333.76,12961770.5,8630465.267
1935-04-16,636244367.4,31134559.68,45973290.82,13047181.86,8687335.571
1935-04-17,641892677.1,31440890.88,46425619.47,13175552.36,8772809.783
1935-04-18,649450148.9,31850763.84,47030837.89,13347312.84,8887174.783
1935-04-19,651344813.9,31953519.36,47182566.69,13390373.35,8915846.192
1935-04-20,655137489.4,32159211.84,47486292.2,13476570.4,8973239.636
1935-04-21,660840442.2,32468506.56,47942996.79,13606182.78,9059540.745
1935-04-22,666559007.3,32778648,48400951.64,13736149.99,9146078.11
1935-04-23,666559007.3,32778648,48400951.64,13736149.99,9146078.11
1935-04-24,670380677,32985912.96,48706999.08,13823006,9203910.316
1935-04-25,670380677,32985912.96,48706999.08,13823006,9203910.316
1935-04-26,664650960.3,32675166.72,48248151.18,13692785.35,9117204.196
1935-04-27,658937971,32365327.68,47790642.85,13562944.86,9030751.208
1935-04-28,655137489.4,32159211.84,47486292.2,13476570.4,8973239.636
1935-04-29,655137489.4,32159211.84,47486292.2,13476570.4,8973239.636
1935-04-30,651344813.9,31953519.36,47182566.69,13390373.35,8915846.192
1935-05-01,645668625.1,31645676.16,46728005.42,13261369.24,8829950.094
1935-05-02,634364199.5,31032590.4,45822722.98,13004450.83,8658883.544
1935-05-03,623125568.6,30423072.96,44922709.53,12749027.76,8488812.645
1935-05-04,610097098.3,29716485.12,43879361.93,12452926.58,8291656.632
1935-05-05,599001208.5,29114709.12,42990779.49,12200747.62,8123745.792
1935-05-06,599001208.5,29114709.12,42990779.49,12200747.62,8123745.792
1935-05-07,599001208.5,29114709.12,42990779.49,12200747.62,8123745.792
1935-05-08,599001208.5,29114709.12,42990779.49,12200747.62,8123745.792
1935-05-09,604540232.1,29415113.28,43434356.27,12326634.34,8207566.208
1935-05-10,615669576.8,30018703.68,44325617.85,12579573.64,8375983.311
1935-05-11,621258782.8,30321829.44,44773213.35,12706600.87,8460563.123
1935-05-12,615669576.8,30018703.68,44325617.85,12579573.64,8375983.311
1935-05-13,606391405.7,29515510.08,43582602.18,12368706.41,8235579.474
1935-05-14,586141128.1,28417253.76,41960916.9,11908473.47,7929137.973
1935-05-15,557092200.2,26841810.24,39634617,11248271.48,7489549.083
1935-05-16,526766408.6,25197117.12,37206063.14,10559049.91,7030637.79
1935-05-17,493548994.7,23395599.36,34545942.01,9804109.734,6527968.426
1935-05-18,464448769.3,21817373.76,32215534.09,9142741.896,6087603.264
1935-05-19,445941494.2,20813647.68,30733432.16,8722122.596,5807538.109
1935-05-20,432643154,20092423.68,29668472.81,8419888.012,5606298.234
1935-05-21,419483094.2,19378699.2,28614587.24,8120796.161,5407150.916
1935-05-22,404845441,18584838.72,27442372.85,7788122.689,5185643.611
1935-05-23,388795989.2,17714410.56,26157098.63,7423362.93,4942771.973
1935-05-24,374545298.2,16941536.64,25015873,7099484.041,4727120.454
1935-05-25,369835957.3,16686129.6,24638738.97,6992453.714,4655855.381
1935-05-26,369835957.3,16686129.6,24638738.97,6992453.714,4655855.381
1935-05-27,362035379.5,16263072,24014052.12,6815168.103,4537811.53
1935-05-28,352752747.7,15759636.48,23270679.23,6604199.493,4397340.19
1935-05-29,343555983.6,15260857.92,22534182.8,6395182.418,4258168.261
1935-05-30,335958365.8,14848807.68,21925749.42,6222509.528,4143195.744
1935-05-31,329925324.3,14521610.88,21442610.63,6085395.138,4051899.498
1935-06-01,329925324.3,14521610.88,21442610.63,6085395.138,4051899.498
1935-06-02,326923300.6,14358798.72,21202202.19,6017167.423,4006470.757
1935-06-03,323931313.5,14196530.88,20962597.5,5949167.809,3961193.894
1935-06-04,323931313.5,14196530.88,20962597.5,5949167.809,3961193.894
1935-06-05,323931313.5,14196530.88,20962597.5,5949167.809,3961193.894
1935-06-06,323931313.5,14196530.88,20962597.5,5949167.809,3961193.894
1935-06-07,326923300.6,14358798.72,21202202.19,6017167.423,4006470.757
1935-06-08,329925324.3,14521610.88,21442610.63,6085395.138,4051899.498
1935-06-09,326923300.6,14358798.72,21202202.19,6017167.423,4006470.757
1935-06-10,315015570.9,13712993.28,20248605.88,5746537.579,3826274.582
1935-06-11,303269540.1,13075957.44,19307958.76,5479582.705,3648525.348
1935-06-12,300358959.9,12918104.64,19074873.31,5413433.249,3604480.394
1935-06-13,297458416.3,12760796.16,18842591.61,5347511.894,3560587.32
1935-06-14,294569024.3,12604092.48,18611202.96,5281843.986,3516863
1935-06-15,291689668.8,12447933.12,18380618.04,5216404.179,3473290.559
1935-06-16,288820349.7,12292318.08,18150836.88,5151192.474,3429869.997
1935-06-17,285962182.4,12137307.84,17921948.76,5086234.215,3386618.19
1935-06-18,280278187.4,11829041.28,17466762.35,4957052.691,3300603.964
1935-06-19,274636568.6,11523072.96,17014969.53,4828834.262,3215231.005
1935-06-20,274636568.6,11523072.96,17014969.53,4828834.262,3215231.005
1935-06-21,274636568.6,11523072.96,17014969.53,4828834.262,3215231.005
1935-06-22,274636568.6,11523072.96,17014969.53,4828834.262,3215231.005
1935-06-23,274636568.6,11523072.96,17014969.53,4828834.262,3215231.005
1935-06-24,271831929.2,11370965.76,16790368.04,4765092.545,3172789.22
1935-06-25,269038441.4,11219463.36,16566659.6,4701604.274,3130516.19
1935-06-26,266256105.2,11068565.76,16343844.2,4638369.449,3088411.914
1935-06-27,263484920.6,10918272.96,16121921.85,4575388.07,3046476.393
1935-06-28,263484920.6,10918272.96,16121921.85,4575388.07,3046476.393
1935-06-29,260724887.8,10768584.96,15900892.55,4512660.138,3004709.626
1935-06-30,257936975.8,10617384.96,15677630.63,4449298.59,2962520.973
1935-07-01,254727531.5,10443323.52,15420611.51,4376356.776,2913953.396
1935-07-02,254727531.5,10443323.52,15420611.51,4376356.776,2913953.396
1935-07-03,254727531.5,10443323.52,15420611.51,4376356.776,2913953.396
1935-07-04,254727531.5,10443323.52,15420611.51,4376356.776,2913953.396
1935-07-05,254727531.5,10443323.52,15420611.51,4376356.776,2913953.396
1935-07-06,254727531.5,10443323.52,15420611.51,4376356.776,2913953.396
1935-07-07,254727531.5,10443323.52,15420611.51,4376356.776,2913953.396
1935-07-08,253136191.3,10357018.56,15293173.61,4340190.004,2889872.112
1935-07-09,251553772.5,10271197.44,15166450.14,4304225.989,2865925.833
1935-07-10,248414583.5,10100946.24,14915057.22,4232880.886,2818421.409
1935-07-11,245311079.9,9932630.4,14666522.05,4162346.811,2771457.001
1935-07-12,242241031.2,9766128.96,14420666.02,4092573.075,2724998.856
1935-07-13,239206667.8,9601562.88,14177667.75,4023610.366,2679080.726
1935-07-14,239206667.8,9601562.88,14177667.75,4023610.366,2679080.726
1935-07-15,239206667.8,9601562.88,14177667.75,4023610.366,2679080.726
1935-07-16,237702310.5,9519975.36,14057195.62,3989420.474,2656315.729
1935-07-17,236205759.3,9438811.2,13937348.62,3955407.995,2633668.86
1935-07-18,234718129.5,9358130.88,13818216.06,3921598.273,2611156.994
1935-07-19,233239420.9,9277934.4,13699797.94,3887991.308,2588780.133
1935-07-20,231768518.6,9198161.28,13582004.95,3854561.756,2566521.399
1935-07-21,230306537.5,9118872,13464926.4,3821334.96,2544397.67
1935-07-22,228853477.8,9040066.56,13348562.28,3788310.921,2522408.944
1935-07-23,227408224.2,8961684.48,13232823.3,3755464.295,2500538.346
1935-07-24,225970776.8,8883725.76,13117709.46,3722795.08,2478785.876
1935-07-25,225970776.8,8883725.76,13117709.46,3722795.08,2478785.876
1935-07-26,227408224.2,8961684.48,13232823.3,3755464.295,2500538.346
1935-07-27,225970776.8,8883725.76,13117709.46,3722795.08,2478785.876
1935-07-28,224542250.7,8806250.88,13003310.05,3690328.623,2457168.41
1935-07-29,223122645.9,8729259.84,12889625.08,3658064.923,2435685.948
1935-07-30,221710847.2,8652692.16,12776565.24,3625978.635,2414321.614
1935-07-31,220306854.8,8576547.84,12664130.54,3594069.76,2393075.409
1935-08-01,218911783.6,8500887.36,12552410.28,3562363.641,2371964.207
1935-08-02,216145059.7,8350836.48,12330845.15,3499483.641,2330096.187
1935-08-03,213411790.8,8202600,12111959.16,3437363.979,2288734.432
1935-08-04,210711976.8,8056177.92,11895752.32,3376004.656,2247878.94
1935-08-05,208043387.5,7911449.28,11682046.01,3315354.982,2207495.961
1935-08-06,205407137.9,7768474.56,11470929.54,3255440.302,2167602.371
1935-08-07,204100164.7,7697592,11366264.35,3225736.409,2147824.33
1935-08-08,202802112.9,7627193.28,11262313.6,3196235.272,2128181.293
1935-08-09,201511867.2,7557217.92,11158987.98,3166911.548,2108656.385
1935-08-10,201511867.2,7557217.92,11158987.98,3166911.548,2108656.385
1935-08-11,201511867.2,7557217.92,11158987.98,3166911.548,2108656.385
1935-08-12,200230542.9,7487726.4,11056376.8,3137790.58,2089266.48
1935-08-13,200230542.9,7487726.4,11056376.8,3137790.58,2089266.48
1935-08-14,200230542.9,7487726.4,11056376.8,3137790.58,2089266.48
1935-08-15,198955909.5,7418597.76,10954301.45,3108821.68,2069977.828
1935-08-16,198955909.5,7418597.76,10954301.45,3108821.68,2069977.828
1935-08-17,197689082.3,7349892.48,10852851.24,3080030.193,2050807.304
1935-08-18,197689082.3,7349892.48,10852851.24,3080030.193,2050807.304
1935-08-19,196430061.2,7281610.56,10752026.15,3051416.118,2031754.908
1935-08-20,196430061.2,7281610.56,10752026.15,3051416.118,2031754.908
1935-08-21,193936552.7,7146377.28,10552340.69,2994745.549,1994021.377
1935-08-22,193936552.7,7146377.28,10552340.69,2994745.549,1994021.377
1935-08-23,192700950.1,7079365.44,10453391.01,2966663.711,1975323.365
1935-08-24,192700950.1,7079365.44,10453391.01,2966663.711,1975323.365
1935-08-25,191473153.7,7012776.96,10355066.46,2938759.285,1956743.483
1935-08-26,191473153.7,7012776.96,10355066.46,2938759.285,1956743.483
1935-08-27,190253163.4,6946611.84,10257367.04,2911032.272,1938281.728
1935-08-28,190253163.4,6946611.84,10257367.04,2911032.272,1938281.728
1935-08-29,189040979.3,6880870.08,10160292.76,2883482.671,1919938.102
1935-08-30,189040979.3,6880870.08,10160292.76,2883482.671,1919938.102
1935-08-31,187836601.3,6815551.68,10063843.61,2856110.482,1901712.604
1935-09-01,187836601.3,6815551.68,10063843.61,2856110.482,1901712.604
1935-09-02,186640029.4,6750656.64,9968019.595,2828915.706,1883605.234
1935-09-03,186640029.4,6750656.64,9968019.595,2828915.706,1883605.234
1935-09-04,185451263.8,6686184.96,9872820.712,2801898.342,1865615.992
1935-09-05,185451263.8,6686184.96,9872820.712,2801898.342,1865615.992
1935-09-06,184269189.1,6622076.16,9778157.658,2775033.045,1847728.003
1935-09-07,184269189.1,6622076.16,9778157.658,2775033.045,1847728.003
1935-09-08,183094920.5,6558390.72,9684119.737,2748345.161,1829958.142
1935-09-09,183094920.5,6558390.72,9684119.737,2748345.161,1829958.142
1935-09-10,181928458.2,6495128.64,9590706.95,2721834.69,1812306.41
1935-09-11,181928458.2,6495128.64,9590706.95,2721834.69,1812306.41
1935-09-12,180769801.9,6432289.92,9497919.296,2695501.63,1794772.806
1935-09-13,180769801.9,6432289.92,9497919.296,2695501.63,1794772.806
1935-09-14,179617836.7,6369814.08,9405667.471,2669320.639,1777340.454
1935-09-15,179617836.7,6369814.08,9405667.471,2669320.639,1777340.454
1935-09-16,178474792.8,6307822.08,9314130.083,2643342.404,1760043.106
1935-09-17,178474792.8,6307822.08,9314130.083,2643342.404,1760043.106
1935-09-18,177337324.7,6246132.48,9223039.22,2617490.892,1742830.136
1935-09-19,177337324.7,6246132.48,9223039.22,2617490.892,1742830.136
1935-09-20,176208777.9,6184926.72,9132662.795,2591842.138,1725752.169
1935-09-21,175086922.1,6124083.84,9042822.198,2566345.451,1708775.455
1935-09-22,173972872.5,6063664.32,8953606.735,2541026.176,1691916.869
1935-09-23,172865625.4,6003613.728,8864936.031,2515861.504,1675161.224
1935-09-24,171765961.3,5943974.4,8776872.599,2490869.175,1658520.331
1935-09-25,171765961.3,5943974.4,8776872.599,2490869.175,1658520.331
1935-09-26,171765961.3,5943974.4,8776872.599,2490869.175,1658520.331
